selected_family,nist_spectrum,element,ion_stage,obs_wl_vac(nm),ritz_wl_vac(nm),intens,Aki(s^-1),fik,S(a.u.),log_gf,Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,nist_query_url,database,database_version
O III],O III,Oxygen,O2+,,166.0809,,2.20e+02,1.52e-07,2.49e-06,-6.342,B,0.0140323,7.479321,2s2.2p2,3P,1,2s.2p3,5S*,2,3,5,,"T4026,T4899,T4721",,https://physics.nist.gov/cgi-bin/ASD/lines1.pl?spectra=O+III&limits_type=0&low_w=165.400000&upp_w=167.200000&unit=1&submit=Retrieve+Data&de=0&format=3&line_out=0&en_unit=1&output=0&bibrefs=1&page_size=500&show_obs_wl=1&show_calc_wl=1&unc_out=1&order_out=0&show_av=2&A_out=0&f_out=on&S_out=on&loggf_out=on&intens_out=on&allowed_out=1&forbid_out=1&conf_out=on&term_out=on&enrg_out=on&J_out=on&g_out=on,NIST Standard Reference Database 78,5.12
O III],O III,Oxygen,O2+,,166.1241,,7.22e+07,4.18e-02,1.14e+00,-0.680,C+,45.700071,53.163419,2s.2p2.(4P).3p,5P*,2,2s.2p2.(4P).4s,5P,3,5,7,,T5376LS,,https://physics.nist.gov/cgi-bin/ASD/lines1.pl?spectra=O+III&limits_type=0&low_w=165.400000&upp_w=167.200000&unit=1&submit=Retrieve+Data&de=0&format=3&line_out=0&en_unit=1&output=0&bibrefs=1&page_size=500&show_obs_wl=1&show_calc_wl=1&unc_out=1&order_out=0&show_av=2&A_out=0&f_out=on&S_out=on&loggf_out=on&intens_out=on&allowed_out=1&forbid_out=1&conf_out=on&term_out=on&enrg_out=on&J_out=on&g_out=on,NIST Standard Reference Database 78,5.12
O III],O III,Oxygen,O2+,,166.4035,,1.44e+08,5.98e-02,2.29e+00,-0.378,C+,45.712602,53.163419,2s.2p2.(4P).3p,5P*,3,2s.2p2.(4P).4s,5P,3,7,7,,T5376LS,,https://physics.nist.gov/cgi-bin/ASD/lines1.pl?spectra=O+III&limits_type=0&low_w=165.400000&upp_w=167.200000&unit=1&submit=Retrieve+Data&de=0&format=3&line_out=0&en_unit=1&output=0&bibrefs=1&page_size=500&show_obs_wl=1&show_calc_wl=1&unc_out=1&order_out=0&show_av=2&A_out=0&f_out=on&S_out=on&loggf_out=on&intens_out=on&allowed_out=1&forbid_out=1&conf_out=on&term_out=on&enrg_out=on&J_out=on&g_out=on,NIST Standard Reference Database 78,5.12
O III],O III,Oxygen,O2+,,166.4211,,9.69e+07,6.71e-02,1.10e+00,-0.696,C+,45.692969,53.143000,2s.2p2.(4P).3p,5P*,1,2s.2p2.(4P).4s,5P,2,3,5,,T5376LS,,https://physics.nist.gov/cgi-bin/ASD/lines1.pl?spectra=O+III&limits_type=0&low_w=165.400000&upp_w=167.200000&unit=1&submit=Retrieve+Data&de=0&format=3&line_out=0&en_unit=1&output=0&bibrefs=1&page_size=500&show_obs_wl=1&show_calc_wl=1&unc_out=1&order_out=0&show_av=2&A_out=0&f_out=on&S_out=on&loggf_out=on&intens_out=on&allowed_out=1&forbid_out=1&conf_out=on&term_out=on&enrg_out=on&J_out=on&g_out=on,NIST Standard Reference Database 78,5.12
O III],O III,Oxygen,O2+,,166.5799,,1.79e+07,7.45e-03,2.04e-01,-1.429,C+,45.700071,53.143000,2s.2p2.(4P).3p,5P*,2,2s.2p2.(4P).4s,5P,2,5,5,,T5376LS,,https://physics.nist.gov/cgi-bin/ASD/lines1.pl?spectra=O+III&limits_type=0&low_w=165.400000&upp_w=167.200000&unit=1&submit=Retrieve+Data&de=0&format=3&line_out=0&en_unit=1&output=0&bibrefs=1&page_size=500&show_obs_wl=1&show_calc_wl=1&unc_out=1&order_out=0&show_av=2&A_out=0&f_out=on&S_out=on&loggf_out=on&intens_out=on&allowed_out=1&forbid_out=1&conf_out=on&term_out=on&enrg_out=on&J_out=on&g_out=on,NIST Standard Reference Database 78,5.12
O III],O III,Oxygen,O2+,,166.6150,,5.48e+02,2.28e-07,6.25e-06,-5.943,B,0.0379607,7.479321,2s2.2p2,3P,2,2s.2p3,5S*,2,5,5,,"T4026,T4899,T4721",,https://physics.nist.gov/cgi-bin/ASD/lines1.pl?spectra=O+III&limits_type=0&low_w=165.400000&upp_w=167.200000&unit=1&submit=Retrieve+Data&de=0&format=3&line_out=0&en_unit=1&output=0&bibrefs=1&page_size=500&show_obs_wl=1&show_calc_wl=1&unc_out=1&order_out=0&show_av=2&A_out=0&f_out=on&S_out=on&loggf_out=on&intens_out=on&allowed_out=1&forbid_out=1&conf_out=on&term_out=on&enrg_out=on&J_out=on&g_out=on,NIST Standard Reference Database 78,5.12
O III],O III,Oxygen,O2+,,166.7717,,5.35e+07,2.23e-02,3.67e-01,-1.174,C+,45.692969,53.127337,2s.2p2.(4P).3p,5P*,1,2s.2p2.(4P).4s,5P,1,3,3,,T5376LS,,https://physics.nist.gov/cgi-bin/ASD/lines1.pl?spectra=O+III&limits_type=0&low_w=165.400000&upp_w=167.200000&unit=1&submit=Retrieve+Data&de=0&format=3&line_out=0&en_unit=1&output=0&bibrefs=1&page_size=500&show_obs_wl=1&show_calc_wl=1&unc_out=1&order_out=0&show_av=2&A_out=0&f_out=on&S_out=on&loggf_out=on&intens_out=on&allowed_out=1&forbid_out=1&conf_out=on&term_out=on&enrg_out=on&J_out=on&g_out=on,NIST Standard Reference Database 78,5.12
O III],O III,Oxygen,O2+,,166.8608,,9.97e+07,2.97e-02,1.14e+00,-0.682,C+,45.712602,53.143000,2s.2p2.(4P).3p,5P*,3,2s.2p2.(4P).4s,5P,2,7,5,,T5376LS,,https://physics.nist.gov/cgi-bin/ASD/lines1.pl?spectra=O+III&limits_type=0&low_w=165.400000&upp_w=167.200000&unit=1&submit=Retrieve+Data&de=0&format=3&line_out=0&en_unit=1&output=0&bibrefs=1&page_size=500&show_obs_wl=1&show_calc_wl=1&unc_out=1&order_out=0&show_av=2&A_out=0&f_out=on&S_out=on&loggf_out=on&intens_out=on&allowed_out=1&forbid_out=1&conf_out=on&term_out=on&enrg_out=on&J_out=on&g_out=on,NIST Standard Reference Database 78,5.12
O III],O III,Oxygen,O2+,,166.9311,,1.60e+08,4.01e-02,1.10e+00,-0.698,C+,45.700071,53.127337,2s.2p2.(4P).3p,5P*,2,2s.2p2.(4P).4s,5P,1,5,3,,T5376LS,,https://physics.nist.gov/cgi-bin/ASD/lines1.pl?spectra=O+III&limits_type=0&low_w=165.400000&upp_w=167.200000&unit=1&submit=Retrieve+Data&de=0&format=3&line_out=0&en_unit=1&output=0&bibrefs=1&page_size=500&show_obs_wl=1&show_calc_wl=1&unc_out=1&order_out=0&show_av=2&A_out=0&f_out=on&S_out=on&loggf_out=on&intens_out=on&allowed_out=1&forbid_out=1&conf_out=on&term_out=on&enrg_out=on&J_out=on&g_out=on,NIST Standard Reference Database 78,5.12
